# x,y,z
-250.618,-509.264,106.396
-188.119,-509.264,77.611
-188.119,-463.810,69.942
-188.119,-418.356,46.328
-188.119,-372.902,18.572
-188.119,-327.448,5.015
-188.119,-281.994,10.762
-188.119,-236.540,17.044
-188.119,-191.086,40.269
-188.119,-145.631,58.092
-188.119,-100.177,85.188
-188.119,-54.723,109.992
-188.119,-9.269,133.985
-188.119,36.185,159.682
-188.119,81.639,169.477
-188.119,127.093,179.206
-188.119,172.547,186.079
-188.119,218.001,190.424
-188.119,263.455,192.259
-188.119,308.909,199.081
-188.119,354.364,203.553
-188.119,399.818,199.454
-188.119,445.272,187.764
-125.619,445.272,169.507
-125.619,399.818,171.035
-125.619,354.364,164.535
-125.619,308.909,171.503
-125.619,263.455,167.965
-125.619,218.001,173.320
-125.619,172.547,160.453
-125.619,127.093,155.476
-125.619,81.639,147.717
-125.619,36.185,134.264
-125.619,-9.269,117.186
-125.619,-54.723,94.767
-125.619,-100.177,68.667
-125.619,-145.631,45.861
-125.619,-191.086,31.953
-125.619,-236.540,11.032
-125.619,-281.994,-7.078
-125.619,-327.448,-13.619
-125.619,-372.902,-5.680
-125.619,-418.356,22.168
-125.619,-463.810,41.542
-125.619,-509.264,59.756
-63.120,-509.264,23.672
-63.120,-463.810,19.086
-63.120,-418.356,0.880
-63.120,-372.902,-24.268
-63.120,-327.448,-29.811
-63.120,-281.994,-24.180
-63.120,-236.540,-0.242
-63.120,-191.086,22.505
-63.120,-145.631,45.061
-63.120,-100.177,66.470
-63.120,-54.723,84.186
-63.120,-9.269,102.498
-63.120,36.185,115.017
-63.120,81.639,123.690
-63.120,127.093,129.689
-63.120,172.547,138.440
-63.120,218.001,151.805
-63.120,263.455,151.112
-63.120,308.909,136.161
-63.120,354.364,138.752
-63.120,399.818,141.203
-63.120,445.272,148.857
-0.620,445.272,126.682
-0.620,399.818,106.427
-0.620,354.364,93.658
-0.620,308.909,97.338
-0.620,263.455,92.839
-0.620,218.001,100.671
-0.620,172.547,108.554
-0.620,127.093,107.606
-0.620,81.639,102.716
-0.620,36.185,94.547
-0.620,-9.269,83.405
-0.620,-54.723,73.220
-0.620,-100.177,58.094
-0.620,-145.631,34.822
-0.620,-191.086,17.821
-0.620,-236.540,-1.167
-0.620,-281.994,-25.761
-0.620,-327.448,-41.927
-0.620,-372.902,-49.059
-0.620,-418.356,-41.852
-0.620,-463.810,-31.169
-0.620,-509.264,-21.831
61.879,-509.264,-56.174
61.879,-463.810,-55.105
61.879,-418.356,-60.844
61.879,-372.902,-66.861
61.879,-327.448,-58.496
61.879,-281.994,-33.646
61.879,-236.540,-8.622
61.879,-191.086,10.701
61.879,-145.631,25.072
61.879,-100.177,39.066
61.879,-54.723,52.711
61.879,-9.269,63.390
61.879,36.185,68.793
61.879,81.639,78.962
61.879,127.093,89.810
61.879,172.547,87.644
61.879,218.001,80.260
61.879,263.455,74.393
61.879,308.909,73.963
61.879,354.364,71.977
61.879,399.818,72.230
61.879,445.272,79.371
124.378,445.272,57.237
124.378,399.818,51.173
124.378,354.364,54.405
124.378,308.909,53.342
124.378,263.455,57.212
124.378,218.001,63.769
124.378,172.547,55.381
124.378,127.093,53.704
124.378,81.639,48.514
124.378,36.185,45.938
124.378,-9.269,39.686
124.378,-54.723,30.084
124.378,-100.177,20.100
124.378,-145.631,11.105
124.378,-191.086,4.692
124.378,-236.540,-21.051
124.378,-281.994,-51.211
124.378,-327.448,-69.169
124.378,-372.902,-78.418
124.378,-418.356,-75.116
124.378,-463.810,-75.677
124.378,-509.264,-84.371
186.878,-509.264,-107.857
186.878,-463.810,-96.274
186.878,-418.356,-92.482
186.878,-372.902,-81.130
186.878,-327.448,-79.975
186.878,-281.994,-63.339
186.878,-236.540,-42.525
186.878,-191.086,-25.157
186.878,-145.631,-5.485
186.878,-100.177,5.589
186.878,-54.723,10.886
186.878,-9.269,16.339
186.878,36.185,25.283
186.878,81.639,29.768
186.878,127.093,30.738
186.878,172.547,32.768
186.878,218.001,34.017
186.878,263.455,33.465
186.878,308.909,35.642
186.878,354.364,40.049
186.878,399.818,40.477
186.878,445.272,45.951
249.377,445.272,27.767
249.377,399.818,10.360
249.377,354.364,3.548
249.377,308.909,5.352
249.377,263.455,10.169
249.377,218.001,2.304
249.377,172.547,4.911
249.377,127.093,7.353
249.377,81.639,8.542
249.377,36.185,8.365
249.377,-9.269,9.284
249.377,-54.723,6.534
249.377,-100.177,-3.639
249.377,-145.631,-17.171
249.377,-191.086,-33.229
249.377,-236.540,-51.645
249.377,-281.994,-71.751
249.377,-327.448,-84.914
249.377,-372.902,-95.931
249.377,-418.356,-110.140
249.377,-463.810,-117.079
249.377,-509.264,-126.323
311.876,-509.264,-129.267
311.876,-463.810,-124.457
311.876,-418.356,-111.849
311.876,-372.902,-96.940
311.876,-327.448,-83.948
311.876,-281.994,-70.650
311.876,-236.540,-55.178
311.876,-191.086,-38.746
311.876,-145.631,-25.678
311.876,-100.177,-15.932
311.876,-54.723,-5.389
311.876,-9.269,-0.714
311.876,36.185,2.333
311.876,81.639,1.621
311.876,127.093,-5.796
311.876,172.547,-15.119
311.876,218.001,-18.481
311.876,263.455,-19.023
311.876,308.909,0.073
311.876,354.364,20.443
311.876,399.818,39.641
311.876,445.272,56.415
374.376,445.272,64.489
374.376,399.818,50.868
374.376,354.364,44.133
374.376,308.909,29.957
374.376,263.455,7.534
374.376,218.001,-15.951
374.376,172.547,-33.974
374.376,127.093,-34.697
374.376,81.639,-15.312
374.376,36.185,-5.693
374.376,-9.269,-17.784
374.376,-54.723,-24.727
374.376,-100.177,-29.267
374.376,-145.631,-39.246
374.376,-191.086,-49.521
374.376,-236.540,-64.639
374.376,-281.994,-77.871
374.376,-327.448,-92.524
374.376,-372.902,-109.450
374.376,-418.356,-122.583
374.376,-463.810,-132.163
374.376,-509.264,-139.657
436.875,-509.264,-147.278
436.875,-463.810,-140.917
436.875,-418.356,-131.530
436.875,-372.902,-121.357
436.875,-327.448,-106.943
436.875,-281.994,-91.913
436.875,-236.540,-79.242
436.875,-191.086,-69.151
436.875,-145.631,-57.802
436.875,-100.177,-45.414
436.875,-54.723,-38.172
436.875,-9.269,-32.351
436.875,36.185,-29.392
436.875,81.639,-36.680
436.875,127.093,-48.954
436.875,172.547,-31.884
436.875,218.001,-21.103
436.875,263.455,-0.918
436.875,308.909,20.703
436.875,354.364,36.096
436.875,399.818,48.068
436.875,445.272,68.807
499.375,445.272,59.163
499.375,399.818,44.809
499.375,354.364,30.713
499.375,308.909,11.617
499.375,263.455,-13.702
499.375,218.001,-26.977
499.375,172.547,-39.475
499.375,127.093,-46.761
499.375,81.639,-62.013
499.375,36.185,-63.794
499.375,-9.269,-54.097
499.375,-54.723,-56.091
499.375,-100.177,-66.329
499.375,-145.631,-74.851
499.375,-191.086,-80.754
499.375,-236.540,-87.859
499.375,-281.994,-99.458
499.375,-327.448,-114.726
499.375,-372.902,-129.728
499.375,-418.356,-141.855
499.375,-463.810,-146.609
499.375,-509.264,-152.158
